Name;Owner Type;Created at;Last Updated at;Size;Stars;Watchers;Language;Has Wiki;Forks;Open Issues
coffeescript;User;2009-12-18 01:39:53;2015-03-31 17:09:51;23377;10989;10989;CoffeeScript;True;1472;264
pure;Organization;2013-04-22 16:16:39;2015-03-31 22:44:11;3441;10942;10942;HTML;False;1381;53
awesome-courses;User;2014-11-15 18:36:49;2015-03-31 21:58:48;2615;10597;10597;;True;1215;6
elasticsearch;Organization;2010-02-08 13:20:56;2015-03-31 23:22:30;310742;10578;10578;Java;False;3295;1081
awesome-python;User;2014-06-27 21:00:06;2015-03-31 23:50:21;6254;10516;10516;Python;False;1608;81
pop;Organization;2014-03-30 22:29:12;2015-03-31 18:57:05;2684;10497;10497;Objective-C++;False;1398;22
react-native;Organization;2015-01-09 18:10:16;2015-04-01 00:04:01;20563;10365;10365;JavaScript;True;844;261
hammer.js;Organization;2012-03-02 12:58:28;2015-03-31 21:47:32;18033;10350;10350;JavaScript;True;1664;212
textmate;Organization;2012-08-08 16:25:52;2015-03-31 17:58:40;73318;10273;10273;C++;True;1638;18
ansible;Organization;2012-03-06 14:58:02;2015-03-31 23:59:50;195433;10246;10246;Python;False;3082;751
Leaflet;Organization;2010-09-22 16:57:44;2015-03-31 22:06:41;35717;10154;10154;JavaScript;False;1839;233
bootstrap-material-design;User;2014-08-18 11:54:00;2015-03-31 20:55:38;18040;10107;10107;CSS;True;1341;59
ace;Organization;2010-10-27 10:43:36;2015-03-31 22:53:03;57019;10066;10066;JavaScript;True;2341;307
sails;Organization;2012-03-18 19:46:15;2015-04-01 00:02:23;23869;10049;10049;JavaScript;False;1084;288
symfony;Organization;2010-01-04 14:21:21;2015-03-31 20:14:06;214296;9929;9929;PHP;False;3886;802
rust;Organization;2010-06-16 20:39:03;2015-03-31 23:40:39;531820;9913;9913;Rust;False;1928;2071
diaspora;Organization;2010-09-15 05:20:04;2015-03-31 23:26:42;251294;9872;9872;Ruby;True;2523;424
sweetalert;User;2014-09-30 11:12:48;2015-03-31 20:36:56;4505;9792;9792;CSS;True;990;67
http-api-design;Organization;2014-05-07 17:00:37;2015-03-31 21:21:19;591;9788;9788;;True;721;33
slick;User;2014-03-24 02:10:05;2015-03-31 22:46:14;6334;9782;9782;JavaScript;True;1123;220
Spoon-Knife;User;2011-01-27 19:30:43;2015-03-31 18:47:35;44391;9739;9739;CSS;True;53403;4165
typeahead.js;Organization;2013-02-19 19:45:01;2015-03-31 17:05:02;4611;9644;9644;JavaScript;False;1613;228
CodeIgniter;Organization;2011-08-19 13:34:00;2015-03-31 20:26:58;71893;9596;9596;PHP;True;4934;49
Flat-UI;Organization;2013-03-03 15:36:49;2015-03-31 17:28:35;33157;9486;9486;JavaScript;True;1821;16
jquery-mobile;Organization;2010-09-13 15:02:22;2015-03-31 12:39:05;181661;9467;9467;JavaScript;True;2515;353
